 popular_name;specie;localilty;area;season;month;year;standard_length (cm);weigth (g);stomach_fullness ;fish n.i.;bones;Characiformes;Clupeiformes;Gymnotyformes;Siluriformes;Anostomidae;Characidae;Curimatidae;Doradidae;Hemiodontidae;Pimelodidae;Myleinae;Tetragonopterinae;Adontosternarchus balaenops;Anadoras weddellii;Ancistrus sp. sideral;Apteronotus bonaparti;Astrodoras asterifrons;Astyanax aff. bimaculatus;Bryconops alburnoides;Calophysus macropterus;Cetopsis candiru;Cetopsis coecutiens;Curimatella meyeri;Duopalatinum peruano;Exallodontus aguanai;Hoplosternum littorale;Hypophthalmus marginatus;Leptodoras juruensis;Nemadoras humeralis;Mylossoma duriventre;Pellona castelnaeana;Pimelodina flavipinnis;Pimelodus blochii;Planiloricaria cryptodon;Potamorhina altamazonica;Potamorhina latior;Prochilodus nigricans;Psectrogaster amazonica;Psectrogastrer essequibensis;Psectrogaster rutiloides;Pseudanos trimaculatus;Pterodoras granulosus;Rhaphiodon vulpinus;Roeboides myersi;Schizodon fasciatus;Semaprochilodus insignis;Sternarchogiton preto;Tetragonopterus argenteus;Triportheus angulatus;Triportheus auritus;Acestrorhynchus spp.;Amblydoras spp.;Anodus spp.;Aphyocharax sp.;Brycon spp.;Caenotropus sp.;Cetopsis spp.;Crenicichla spp.;Geophagus spp.;Hypophthalmus spp.;Leporinus spp.;Megalonema spp.;Moenkhausia spp.;Mylossoma spp.;Pellona spp.;Pimelodus spp.;Pimelodella spp.;Plasgioscion spp.;Potamorhina spp.;Psectrogaster spp.;Semaprochilodus spp.;Sorubim spp.;Symbranchus spp.;Tetragonopterus spp.;Trachydoras spp.;Triportheus  spp.;scales;Coleoptera;Megaloptera;Trichoptera;Trichodactylus sp.;Macrobrachium spp.;reamins of invertebrates
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;July;2010;45;1500;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;July;2010;41;1000;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;June;2010;;1000;2;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;July;2010;45;1100;1;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;July;2010;38;800;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;July;2010;51;2000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;July;2010;41;1000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;June;2010;;3000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;June;2010;44;1200;1;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;July;2010;44;1100;1;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;June;2010;37;800;1;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;June;2010;;1000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;June;2010;;2000;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;July;2010;37;700;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;June;2010;45;1200;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;September;2010;51;2500;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;September;2010;50;2100;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;September;2010;41;800;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;September;2010;39;900;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;October;2010;52;1500;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;September;2010;50;2000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;September;2010;370;800;1;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;September;2010;470;2000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;October;2010;415;960;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;October;2010;49;1810;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;October;2010;41;980;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;Cachoeira do Teotônio;between Santo Antonio and Jirau rapids;Low-water;October;2010;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;October;2010;41;1010;1;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;Low-water;October;2010;38;250;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;High-water;November;2010;43;1000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;High-water;November;2010;42;500;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Iata;upriver Jirau rapid;Low-water;August;2010;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Iata;upriver Jirau rapid;Low-water;August;2010;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;
Jau;Zungaro zungaro;Vila Murtinho;upriver Jirau rapid;Low-water;May;2010;;;1;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;3;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;3;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;3;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Caparari;Pseudoplatystoma tigrinum;Guajará Mirim;upriver Jirau rapid;Low-water;June;2010;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;
Babão;Brachyplatystoma platynemum;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;3;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Vila Murtinho;upriver Jirau rapid;High-water;March;2010;;;2;50;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;1;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;
Babão;Brachyplatystoma platynemum;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;3;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Vila Murtinho;upriver Jirau rapid;High-water;March;2010;;;2;50;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Vila Murtinho;upriver Jirau rapid;High-water;April;2010;;;1;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;
Babão;Brachyplatystoma platynemum;Nova Mamoré;upriver Jirau rapid;Low-water;May;2010;;;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Nova Mamoré;upriver Jirau rapid;Low-water;May;2010;;;1;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Ribeirão ;upriver Jirau rapid;Low-water;August;2010;;;2;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Ribeirão ;upriver Jirau rapid;Low-water;August;2010;;;1;;;;;;40;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Iata;upriver Jirau rapid;Low-water;August;2010;;;2;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Iata;upriver Jirau rapid;Low-water;August;2010;;;2;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Cachoeira do Macaco;between Santo Antonio and Jirau rapids;Low-water;June;2010;;;1;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Cachoeira do Macaco;between Santo Antonio and Jirau rapids;Low-water;June;2010;;;2;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Cachoeira do Macaco;between Santo Antonio and Jirau rapids;Low-water;June;2010;;;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;Cachoeira do Macaco;between Santo Antonio and Jirau rapids;Low-water;June;2010;;;2;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Sebastião;downriver Santo Antonio rapid;High-water;December;2010;41;970;3;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Surubim;Pseudoplatystoma punctifer;São Carlos;downriver Santo Antonio rapid;Low-water;August;2011;53;2000;1;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Surubim;Pseudoplatystoma punctifer;São Carlos;downriver Santo Antonio rapid;Low-water;August;2011;82;6000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Sebastião;downriver Santo Antonio rapid;High-water;january;2011;87;12000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Sebastião;downriver Santo Antonio rapid;High-water;january;2011;88;11000;2;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Sebastião;downriver Santo Antonio rapid;High-water;january;2011;96;16000;3;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Carlos;downriver Santo Antonio rapid;High-water;january;2011;90;13000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Carlos;downriver Santo Antonio rapid;High-water;january;2011;86;9000;3;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Carlos;downriver Santo Antonio rapid;High-water;january;2011;103;18000;3;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;São Carlos;downriver Santo Antonio rapid;High-water;january;2011;71;4000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Carlos;downriver Santo Antonio rapid;High-water;january;2011;79;8000;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;Cachoeira Santo Antonio;downriver Santo Antonio rapid;High-water;january;2011;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;São Sebastião;downriver Santo Antonio rapid;High-water;February;2011;83;10000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Sebastião;downriver Santo Antonio rapid;High-water;February;2011;96;15000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Sebastião;downriver Santo Antonio rapid;High-water;February;2011;105;17000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Carlos;downriver Santo Antonio rapid;High-water;February;2011;105;18000;3;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;São Carlos;downriver Santo Antonio rapid;High-water;january;2011;79;6000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;São Carlos;downriver Santo Antonio rapid;High-water;january;2011;93;13000;3;;;50;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Carlos;downriver Santo Antonio rapid;High-water;February;2011;93;13000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,33;;;;;;;
Filhote;Brachyplatystoma filamentosum;São Carlos;downriver Santo Antonio rapid;High-water;February;2011;103;19000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;São Carlos;downriver Santo Antonio rapid;High-water;February;2011;91;12000;2;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Babão;Brachyplatystoma platynemum;São Carlos;downriver Santo Antonio rapid;High-water;February;2011;84;8000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;Calama;downriver Santo Antonio rapid;High-water;january;2011;63;4500;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;
Jau;Zungaro zungaro;Cujubim;downriver Santo Antonio rapid;High-water;February;2011;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;São Carlos;downriver Santo Antonio rapid;High-water;March;2011;81;9000;2;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Sebastião;downriver Santo Antonio rapid;High-water;February;2011;97;13000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filhote;Brachyplatystoma filamentosum;São Carlos;downriver Santo Antonio rapid;High-water;April;2011;93;13000;2;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Sebastião;downriver Santo Antonio rapid;High-water;February;2011;82;10000;3;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dourada;Brachyplatystoma rousseauxii;São Sebastião;downriver Santo Antonio rapid;High-water;February;2011;90;13000;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;High-water;january;2011;59;3500;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;
Piramutaba;Brachyplatystoma vaillantii;São Carlos;downriver Santo Antonio rapid;High-water;january;2011;39;600;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;;;;
